age,avg_flight_price,total_mileage,total_flight_price,total_flights,avg_flight_distance,avg_flight_time,total_days_hotel,total_hotel_price,avg_hotel_price_daily,total_hotels,total_price
43,881.11,77094.68,158599.73,180,428.3,1.11,60,14284.27,238.07,25,172884.0
59,888.35,165038.72,319807.21,360,458.44,1.19,114,26802.83,235.11,47,346610.04000000004
44,891.03,176427.66,313642.11,352,501.21,1.3,115,28911.3,251.4,51,342553.41
33,892.4,185334.4,344466.85,386,480.14,1.25,123,29736.86,241.76,49,374203.70999999996
48,914.65,104388.26,192077.3,210,497.09,1.29,66,16597.82,251.48,31,208675.12
44,903.83,123088.14,215112.53,238,517.18,1.34,91,22855.39,251.16,35,237967.91999999998
28,951.05,4566.24,9510.52,10,456.62,1.19,7,1551.61,221.66,2,11062.130000000001
63,836.81,141880.86,257738.97,308,460.65,1.2,90,20380.03,226.44,37,278119.0
43,851.51,66657.64,126023.8,148,450.39,1.17,32,8045.22,251.41,16,134069.02
26,916.74,159886.24,297022.57,324,493.48,1.28,116,26786.1,230.91,44,323808.67
26,894.98,174587.92,331143.7,370,471.86,1.23,145,36062.44,248.71,57,367206.14
55,883.59,164382.1,321625.35,364,451.6,1.17,108,24348.51,225.45,50,345973.86
50,942.98,71533.18,132016.93,140,510.95,1.33,71,16684.12,234.99,28,148701.05
49,1224.83,3249.6,7348.99,6,541.6,1.41,3,497.97,165.99,1,7846.96
64,818.62,125435.88,250496.23,306,409.92,1.07,118,27690.12,234.66,45,278186.35000000003
33,889.48,179975.16,341558.93,384,468.69,1.22,144,36055.62,250.39,62,377614.55
31,918.17,93961.0,185470.35,202,465.15,1.21,69,14013.41,203.09,28,199483.76
35,942.83,25028.1,50912.61,54,463.48,1.2,14,3564.72,254.62,7,54477.33
64,877.6,167417.52,331731.0,378,442.9,1.15,163,33323.71,204.44,62,365054.71
34,847.93,161693.14,320517.88,378,427.76,1.11,111,25258.11,227.55,45,345775.99
26,840.33,153023.98,292435.43,348,439.72,1.14,146,34463.82,236.05,56,326899.25
21,898.04,43181.54,82620.04,92,469.36,1.22,37,8567.15,231.54,17,91187.18999999999
59,867.59,82110.22,166577.18,192,427.66,1.11,76,14988.41,197.22,27,181565.59
60,896.05,106027.24,209675.34,234,453.11,1.18,101,21032.71,208.24,40,230708.05
33,837.82,68298.06,130699.59,156,437.81,1.14,51,11457.59,224.66,22,142157.18
45,841.88,45138.64,94290.62,112,403.02,1.05,28,5059.26,180.69,13,99349.87999999999
22,906.96,94898.46,183206.86,202,469.79,1.22,84,20064.22,238.86,34,203271.08
57,923.97,161265.06,319692.91,346,466.08,1.21,106,23276.54,219.59,45,342969.44999999995
28,901.56,49672.9,99171.56,110,451.57,1.17,61,13330.53,218.53,21,112502.09
30,871.0,120320.16,233428.39,268,448.96,1.17,75,15871.64,211.62,32,249300.03000000003
57,851.99,147101.7,291380.17,342,430.12,1.12,100,21516.41,215.16,42,312896.57999999996
49,909.43,52597.48,103675.33,114,461.38,1.2,39,6824.1,174.98,14,110499.43000000001
28,905.59,149579.8,298846.35,330,453.27,1.18,125,27722.6,221.78,45,326568.94999999995
61,882.16,86369.74,165845.36,188,459.41,1.19,71,15035.51,211.77,29,180880.87
22,915.3,161549.96,318523.14,348,464.22,1.21,129,25605.94,198.5,48,344129.08
39,848.66,40478.02,78077.14,92,439.98,1.14,29,6739.67,232.4,13,84816.81
48,888.41,85072.06,168797.48,190,447.75,1.16,81,18074.53,223.14,33,186872.01
54,855.32,124157.92,241201.31,282,440.28,1.14,114,21665.68,190.05,39,262866.99
65,904.54,135675.32,258699.77,286,474.39,1.23,103,23350.76,226.71,41,282050.52999999997
45,837.38,32385.22,61966.07,74,437.64,1.14,33,8167.71,247.51,14,70133.78
41,850.39,108965.28,210895.78,248,439.38,1.14,99,23159.78,233.94,39,234055.56
64,868.91,137323.1,267623.88,308,445.85,1.16,110,26167.06,237.88,45,293790.94
39,847.28,77055.3,145731.75,172,448.0,1.16,59,14350.47,243.23,23,160082.22
22,886.58,80431.28,159584.45,180,446.84,1.16,71,15012.23,211.44,25,174596.68000000002
48,874.52,141063.82,264104.47,302,467.1,1.21,116,24648.38,212.49,48,288752.85
32,875.76,124098.18,245212.37,280,443.21,1.15,145,29149.66,201.03,54,274362.02999999997
47,980.51,29727.82,60791.57,62,479.48,1.25,23,5676.31,246.8,9,66467.88
52,827.84,128236.32,250007.85,302,424.62,1.1,91,18529.21,203.62,38,268537.06
51,933.18,5256.56,11198.21,12,438.05,1.14,4,241.56,60.39,1,11439.769999999999
56,767.58,6574.62,13816.47,18,365.26,0.95,5,1114.62,222.92,3,14931.09
25,901.66,163597.14,313776.5,348,470.11,1.22,131,31566.08,240.96,51,345342.58
49,877.48,170528.3,331686.44,378,451.13,1.17,147,31192.16,212.19,54,362878.6
33,911.27,94970.92,189544.61,208,456.59,1.19,73,15011.21,205.63,29,204555.81999999998
56,920.14,101988.96,204271.84,222,459.41,1.19,57,11418.71,200.33,25,215690.55
23,845.73,41061.66,77807.11,92,446.32,1.16,37,10210.9,275.97,15,88018.01
27,907.44,78960.8,163338.76,180,438.67,1.14,56,12072.7,215.58,25,175411.46000000002
50,835.01,85976.86,163662.64,196,438.66,1.14,66,13829.01,209.53,24,177491.65000000002
64,891.24,151290.76,297675.16,334,452.97,1.18,113,25613.92,226.67,48,323289.07999999996
25,892.6,24916.68,49985.8,56,444.94,1.16,30,6837.07,227.9,13,56822.87
50,982.95,8477.14,15727.13,16,529.82,1.38,1,312.83,312.83,1,16039.96
59,893.22,164016.82,321560.93,360,455.6,1.18,128,25940.82,202.66,54,347501.75
22,873.31,62991.28,124009.46,142,443.6,1.15,50,12213.12,244.26,20,136222.58000000002
59,842.58,78087.18,146608.27,174,448.78,1.17,48,10769.71,224.37,24,157377.97999999998
21,892.94,148561.42,291097.87,326,455.71,1.18,119,24511.63,205.98,49,315609.5
62,744.47,15836.06,31267.74,42,377.05,0.98,23,4392.63,190.98,7,35660.37
51,853.65,45207.96,80243.17,94,480.94,1.25,52,11617.29,223.41,20,91860.45999999999
43,845.86,39160.2,74435.36,88,445.0,1.16,40,8700.0,217.5,14,83135.36
28,833.98,85445.46,166796.66,200,427.23,1.11,58,13256.36,228.56,22,180053.02000000002
41,893.01,97638.56,191104.63,214,456.25,1.19,63,13151.71,208.76,27,204256.34
38,915.57,155556.08,303970.35,332,468.54,1.22,98,20849.36,212.75,38,324819.70999999996
26,813.71,62354.5,122056.66,150,415.7,1.08,66,16757.37,253.9,27,138814.03
52,737.51,8392.34,13275.22,18,466.24,1.21,9,2521.76,280.2,3,15796.98
32,900.19,161102.62,322267.01,358,450.01,1.17,122,26623.59,218.23,49,348890.60000000003
64,955.02,88059.12,173813.76,182,483.84,1.26,51,12134.14,237.92,25,185947.90000000002
37,918.79,141008.7,281149.27,306,460.81,1.2,105,23029.65,219.33,42,304178.92000000004
53,890.64,122201.32,240473.69,270,452.6,1.18,95,23637.2,248.81,37,264110.89
52,840.0,52050.58,100800.14,120,433.75,1.13,35,6436.09,183.89,16,107236.23
31,909.53,149656.46,300143.32,330,453.5,1.18,140,33588.03,239.91,53,333731.35
32,919.1,142435.94,272055.01,296,481.2,1.25,86,19528.79,227.08,35,291583.8
45,868.91,86510.48,170305.51,196,441.38,1.15,73,13645.9,186.93,29,183951.41
42,873.56,78571.64,143264.18,164,479.1,1.24,70,16708.31,238.69,26,159972.49
40,874.46,160325.98,302562.12,346,463.37,1.2,129,30542.77,236.77,51,333104.89
27,888.81,158365.58,298639.38,336,471.33,1.22,121,28512.06,235.64,49,327151.44
46,877.82,88784.16,172052.64,196,452.98,1.18,81,16264.48,200.8,32,188317.12000000002
41,915.78,88740.4,170334.97,186,477.1,1.24,56,12564.87,224.37,23,182899.84
57,847.14,127063.04,243976.99,288,441.19,1.15,96,19255.87,200.58,41,263232.86
64,888.28,91301.92,174102.15,196,465.83,1.21,78,16510.92,211.68,30,190613.07
41,890.72,59034.1,114011.7,128,461.2,1.2,44,8769.32,199.3,16,122781.01999999999
34,855.21,62949.24,124860.04,146,431.16,1.12,71,16398.61,230.97,28,141258.65
34,933.5,81846.5,168030.49,180,454.7,1.18,65,15718.89,241.83,29,183749.38
34,877.52,104941.1,194808.37,222,472.71,1.23,78,15154.21,194.28,31,209962.58
21,796.33,61504.4,109893.62,138,445.68,1.16,46,10521.42,228.73,20,120415.04
34,924.4,83767.08,162694.47,176,475.95,1.24,66,13971.35,211.69,25,176665.82
25,882.57,176964.98,337142.07,382,463.26,1.2,136,30784.98,226.36,61,367927.05
40,910.97,24947.68,49192.58,54,461.99,1.2,20,3873.22,193.66,8,53065.8
55,926.63,62937.86,118608.5,128,491.7,1.28,58,12115.76,208.89,24,130724.26
32,908.37,95331.34,187123.44,206,462.77,1.2,92,20603.84,223.95,36,207727.28
51,883.24,130223.54,254372.92,288,452.17,1.17,106,21366.13,201.57,43,275739.05
42,890.58,74924.62,146055.58,164,456.86,1.19,61,14067.72,230.62,21,160123.3
30,882.42,46741.26,88241.98,100,467.41,1.21,44,9695.42,220.35,18,97937.4
34,1074.81,4587.58,8598.45,8,573.45,1.49,4,1251.32,312.83,1,9849.77
36,870.64,62868.8,114924.73,132,476.28,1.24,73,15441.19,211.52,28,130365.92
57,842.46,73815.28,148273.4,176,419.41,1.09,63,13090.59,207.79,25,161363.99
32,891.89,146869.42,280053.82,314,467.74,1.22,115,28158.25,244.85,46,308212.07
58,905.37,104041.88,208235.0,230,452.36,1.18,73,13934.57,190.88,27,222169.57
53,920.11,73254.14,139856.22,152,481.94,1.25,72,18249.49,253.47,29,158105.71
50,902.3,47639.14,92034.1,102,467.05,1.21,31,6356.83,205.06,14,98390.93000000001
65,921.51,78769.5,156656.52,170,463.35,1.2,56,11838.47,211.4,22,168494.99
22,870.32,140872.36,281982.82,324,434.79,1.13,120,25203.24,210.03,47,307186.06
60,859.7,119866.64,228680.97,266,450.63,1.17,91,20192.15,221.89,37,248873.12
26,877.2,175790.12,336846.26,384,457.79,1.19,127,29262.88,230.42,49,366109.14
53,867.28,114847.76,211616.57,244,470.69,1.22,91,20633.73,226.74,37,232250.30000000002
34,848.24,143609.34,278222.59,328,437.83,1.14,104,24803.47,238.49,47,303026.06000000006
51,878.57,125363.66,240727.62,274,457.53,1.19,129,28563.39,221.42,53,269291.01
47,870.89,68762.14,132375.94,152,452.38,1.18,62,13408.95,216.27,23,145784.89
55,940.28,67304.86,124117.32,132,509.89,1.32,38,8414.45,221.43,15,132531.77000000002
41,862.83,38611.24,79380.06,92,419.69,1.09,41,7481.87,182.48,17,86861.93
55,807.76,100170.62,192245.86,238,420.88,1.09,73,16132.66,221.0,32,208378.52
64,840.88,150834.64,292625.32,348,433.43,1.13,131,26635.47,203.32,56,319260.79000000004
51,889.37,22445.28,42689.81,48,467.61,1.21,17,3912.64,230.16,8,46602.45
49,902.55,65286.06,131771.58,146,447.16,1.16,47,9415.47,200.33,21,141187.05
58,856.83,116486.86,229630.61,268,434.65,1.13,121,26336.44,217.66,46,255967.05
27,915.1,150188.64,309302.58,338,444.35,1.15,121,26562.24,219.52,46,335864.82
38,881.31,153102.98,306694.91,348,439.95,1.14,151,34837.91,230.71,60,341532.81999999995
64,854.55,89385.5,169201.15,198,451.44,1.17,56,12229.32,218.38,25,181430.47
27,901.09,51556.1,99120.43,110,468.69,1.22,18,3754.08,208.56,9,102874.51
44,887.35,113514.2,223612.58,252,450.45,1.17,114,21895.55,192.07,44,245508.12999999998
31,823.1,93039.04,186019.47,226,411.68,1.07,71,14965.69,210.78,31,200985.16
35,906.43,42374.94,79765.93,88,481.53,1.25,32,6543.05,204.47,13,86308.98
33,912.25,159530.16,304690.7,334,477.64,1.24,109,24546.98,225.2,46,329237.68
54,833.47,35212.54,66677.31,80,440.16,1.14,18,4483.32,249.07,8,71160.63
40,907.8,130597.92,250551.76,276,473.18,1.23,96,21958.76,228.74,37,272510.52
30,860.53,174005.6,344211.32,400,435.01,1.13,140,28648.47,204.63,55,372859.79000000004
25,748.18,4481.62,11970.84,16,280.1,0.73,19,2586.71,136.14,6,14557.55
64,804.22,33333.06,62729.52,78,427.35,1.11,18,3933.32,218.52,7,66662.84
50,907.13,50472.8,96155.75,106,476.16,1.24,31,6392.91,206.22,10,102548.66
51,852.86,61202.56,115989.5,136,450.02,1.17,39,9042.49,231.86,17,125031.99
53,862.37,31135.06,63815.33,74,420.74,1.09,38,8318.65,218.91,14,72133.98
41,873.83,164254.58,321570.08,368,446.34,1.16,107,23050.06,215.42,46,344620.14
56,909.76,116807.36,231078.28,254,459.87,1.19,83,16137.46,194.43,35,247215.74
43,983.94,13446.1,29518.07,30,448.2,1.16,7,1545.66,220.81,4,31063.73
27,930.58,153379.4,292202.8,314,488.47,1.27,121,27561.46,227.78,47,319764.26
48,903.16,139015.3,276365.87,306,454.3,1.18,115,24843.55,216.03,44,301209.42
42,899.27,51141.56,95322.5,106,482.47,1.25,34,7806.39,229.6,13,103128.89
42,962.41,17658.96,32721.97,34,519.38,1.35,13,2814.34,216.49,7,35536.31
45,871.45,158878.76,320693.99,368,431.74,1.12,120,26454.59,220.45,51,347148.58
40,877.93,89129.0,180854.41,206,432.67,1.12,66,14739.93,223.33,28,195594.34
30,907.28,87690.1,172382.75,190,461.53,1.2,67,16646.69,248.46,25,189029.44
63,901.01,90280.86,183805.5,204,442.55,1.15,85,20961.53,246.61,35,204767.03
44,875.4,143787.72,280127.94,320,449.34,1.17,105,21332.53,203.17,43,301460.47
40,892.42,34735.2,66039.11,74,469.39,1.22,28,5690.49,203.23,12,71729.6
24,790.43,26668.3,55330.2,70,380.98,0.99,35,7421.03,212.03,14,62751.229999999996
29,917.14,125829.22,251295.98,274,459.23,1.19,78,19235.81,246.61,35,270531.79000000004
43,864.07,87753.66,174543.08,202,434.42,1.13,78,17325.57,222.12,37,191868.65
47,939.11,113687.08,223507.75,238,477.68,1.24,91,19294.61,212.03,35,242802.36
54,871.71,155241.9,298126.33,342,453.92,1.18,126,25939.18,205.87,50,324065.51
52,876.23,22924.58,49068.7,56,409.37,1.06,17,3408.41,200.49,7,52477.11
50,882.87,46607.78,93584.58,106,439.7,1.14,58,13701.63,236.23,22,107286.21
44,863.56,48013.7,93264.64,108,444.57,1.15,42,8739.42,208.08,17,102004.06
29,932.77,185060.4,371240.57,398,464.98,1.21,130,28527.08,219.44,55,399767.65
31,891.17,98751.24,190710.41,214,461.45,1.2,79,15612.98,197.63,31,206323.39
52,795.81,37190.76,73214.15,92,404.25,1.05,19,3977.32,209.33,7,77191.47
63,862.03,157265.1,317228.8,368,427.35,1.11,125,23531.9,188.26,52,340760.7
22,820.2,82286.06,162399.23,198,415.59,1.08,74,14925.86,201.7,30,177325.09000000003
64,872.62,165130.08,333340.14,382,432.28,1.12,153,34769.26,227.25,56,368109.4
56,890.69,120944.16,233360.39,262,461.62,1.2,118,24689.59,209.23,40,258049.98
42,892.39,54611.94,105302.05,118,462.81,1.2,50,11873.3,237.47,19,117175.35
63,906.03,13637.7,25368.75,28,487.06,1.27,15,2468.59,164.57,7,27837.34
63,894.0,94015.42,180588.4,202,465.42,1.21,72,17083.79,237.27,28,197672.19
40,873.27,49520.08,92566.55,106,467.17,1.21,28,5742.3,205.08,10,98308.85
35,922.56,46153.38,92255.78,100,461.53,1.2,30,6872.19,229.07,15,99127.97
28,795.97,35573.96,66861.76,84,423.5,1.1,47,9280.08,197.45,18,76141.84
52,909.74,25705.44,49125.84,54,476.03,1.24,26,5811.75,223.53,8,54937.59
23,743.09,2543.48,5944.72,8,317.94,0.83,3,181.17,60.39,1,6125.89
27,893.59,160721.42,318116.93,356,451.46,1.17,127,27804.33,218.93,46,345921.26
22,883.4,148708.0,277389.01,314,473.59,1.23,133,26766.12,201.25,51,304155.13
58,924.23,115996.66,231058.43,250,463.99,1.21,96,19753.37,205.76,36,250811.8
59,1010.64,25533.92,48510.89,48,531.96,1.38,18,3783.93,210.22,6,52294.82
46,876.75,24300.42,47344.56,54,450.01,1.17,33,8057.47,244.17,13,55402.03
64,855.92,103808.82,200285.04,234,443.63,1.15,100,23263.25,232.63,40,223548.29
46,860.05,163174.1,311338.85,362,450.76,1.17,141,30213.72,214.28,61,341552.56999999995
45,813.11,28470.48,50412.55,62,459.2,1.19,22,5598.97,254.5,7,56011.520000000004
46,829.7,45687.42,94585.4,114,400.77,1.04,26,6103.3,234.74,13,100688.7
44,909.3,25811.06,49102.23,54,477.98,1.24,32,7710.6,240.96,14,56812.83
60,814.44,45164.84,78186.61,96,470.47,1.22,44,9457.81,214.95,17,87644.42
55,985.92,3771.18,7887.39,8,471.4,1.23,2,495.24,247.62,1,8382.630000000001
44,881.73,153301.5,305079.38,346,443.07,1.15,137,31409.01,229.26,62,336488.39
35,875.31,4699.88,8753.08,10,469.99,1.22,10,2293.48,229.35,3,11046.56
54,937.01,73170.18,146172.86,156,469.04,1.22,36,8009.17,222.48,15,154182.03
33,848.13,92817.38,174713.8,206,450.57,1.17,75,15609.16,208.12,32,190322.96
45,895.53,123606.7,240002.62,268,461.22,1.2,90,20176.81,224.19,35,260179.43
35,939.2,57835.24,107068.94,114,507.33,1.32,53,12137.11,229.0,20,119206.05
44,896.69,87962.96,168577.49,188,467.89,1.22,71,15873.74,223.57,27,184451.22999999998
54,917.37,16168.84,31190.59,34,475.55,1.24,9,2670.15,296.68,5,33860.74
23,868.15,107731.86,206620.49,238,452.65,1.18,100,19566.32,195.66,43,226186.81
50,692.18,16049.18,33224.83,48,334.36,0.87,13,2766.02,212.77,5,35990.85
32,889.6,121133.1,240191.73,270,448.64,1.17,96,18772.58,195.55,39,258964.31
28,874.74,110496.76,220435.61,252,438.48,1.14,79,17450.16,220.89,31,237885.77
55,863.82,79370.9,164126.21,190,417.74,1.09,78,18219.77,233.59,31,182345.97999999998
43,855.13,30272.52,53017.96,62,488.27,1.27,11,2432.14,221.1,5,55450.1
58,849.38,37950.74,67950.74,80,474.38,1.23,26,5242.64,201.64,11,73193.38
46,860.03,137485.48,263168.69,306,449.3,1.17,127,26983.42,212.47,49,290152.11
36,893.61,147402.06,280593.96,314,469.43,1.22,98,22356.08,228.12,44,302950.04000000004
50,891.14,135151.1,260211.51,292,462.85,1.2,113,24996.38,221.21,45,285207.89
23,867.86,110790.28,220436.44,254,436.18,1.13,97,19012.64,196.01,36,239449.08000000002
55,1014.19,28924.48,54766.33,54,535.64,1.39,36,8318.96,231.08,12,63085.29
55,938.95,49390.76,97650.83,104,474.91,1.23,41,7759.65,189.26,18,105410.48
36,861.65,11814.8,24126.31,28,421.96,1.1,9,2289.81,254.42,4,26416.120000000003
32,937.74,37956.24,76894.8,82,462.88,1.2,18,3311.12,183.95,6,80205.92
29,862.8,112650.3,219150.2,254,443.51,1.15,89,20531.1,230.69,35,239681.30000000002
56,796.81,3401.04,7968.11,10,340.1,0.88,5,1123.63,224.73,2,9091.74
42,900.92,146742.34,295502.94,328,447.39,1.16,129,26701.5,206.99,49,322204.44
32,902.61,117188.38,229262.16,254,461.37,1.2,89,18797.74,211.21,40,248059.9
37,900.7,181273.32,351272.9,390,464.8,1.21,139,36619.64,263.45,52,387892.54000000004
25,885.86,17258.74,31890.9,36,479.41,1.25,12,2839.13,236.59,5,34730.03
63,877.26,106100.24,208788.28,238,445.8,1.16,79,16261.75,205.84,37,225050.03
58,915.95,65765.76,126400.62,138,476.56,1.24,40,10666.72,266.67,15,137067.34
57,843.63,168512.18,322266.57,382,441.13,1.15,156,35856.42,229.85,61,358122.99
40,900.14,51488.74,95414.47,106,485.74,1.26,39,8539.45,218.96,14,103953.92
46,959.81,14659.48,30713.95,32,458.11,1.19,10,2003.17,200.32,5,32717.120000000003
61,861.47,61257.44,120605.59,140,437.55,1.14,34,7270.45,213.84,16,127876.04
60,862.39,142001.52,260442.15,302,470.2,1.22,127,29629.83,233.31,48,290071.98
28,964.51,19449.92,36651.49,38,511.84,1.33,11,2067.0,187.91,5,38718.49
31,886.56,101884.66,195042.5,220,463.11,1.2,98,19938.21,203.45,39,214980.71
32,875.42,160861.74,318651.79,364,441.93,1.15,119,24473.93,205.66,47,343125.72
33,886.2,86658.04,171922.19,194,446.69,1.16,65,14338.59,220.59,25,186260.78
47,929.58,34585.76,68788.93,74,467.38,1.21,18,3353.77,186.32,9,72142.7
39,830.82,59502.7,117976.98,142,419.03,1.09,60,11811.37,196.86,26,129788.34999999999
24,922.41,168265.9,330222.42,358,470.02,1.22,116,27262.61,235.02,50,357485.02999999997
49,885.42,105858.84,210730.79,238,444.79,1.16,61,16135.19,264.51,29,226865.98
46,855.32,65696.7,131719.96,154,426.6,1.11,65,12880.1,198.16,26,144600.06
40,849.06,19873.98,37358.69,44,451.68,1.17,24,4267.15,177.8,9,41625.840000000004
37,951.28,128870.2,247331.75,260,495.65,1.29,89,22726.46,255.35,39,270058.21
65,852.75,122436.16,235360.37,276,443.61,1.15,96,20120.71,209.59,41,255481.08
25,882.32,100414.96,195875.99,222,452.32,1.17,65,15246.79,234.57,24,211122.78
21,884.0,64548.2,121992.68,138,467.74,1.21,45,11236.78,249.71,18,133229.46
31,878.81,82115.76,165216.49,188,436.79,1.13,64,14817.38,231.52,25,180033.87
27,923.54,143057.72,282603.47,306,467.51,1.21,108,25398.3,235.17,45,308001.76999999996
30,925.36,35579.26,70327.62,76,468.15,1.22,31,6361.78,205.22,12,76689.4
61,908.31,138820.34,285210.66,314,442.1,1.15,97,21466.9,221.31,42,306677.56
22,790.45,10543.16,18970.86,24,439.3,1.14,7,2021.02,288.72,3,20991.88
48,888.73,65245.36,126199.81,142,459.47,1.19,62,13935.91,224.77,26,140135.72
42,887.54,167706.1,324840.18,366,458.21,1.19,113,27136.57,240.15,46,351976.75
65,856.94,167594.02,320496.81,374,448.11,1.16,139,31592.44,227.28,57,352089.25
61,856.11,71864.44,142114.28,166,432.92,1.12,74,16476.58,222.66,24,158590.86
42,878.76,124919.52,233750.75,266,469.62,1.22,106,25919.05,244.52,41,259669.8
58,891.94,172747.84,346071.15,388,445.23,1.16,164,35785.09,218.2,64,381856.24
58,899.24,124358.42,228405.98,254,489.6,1.27,98,23963.68,244.53,40,252369.66
28,1056.94,105655.0,162769.1,154,686.07,1.78,51,9847.22,193.08,20,172616.32
37,1013.03,98059.62,153980.92,152,645.13,1.68,62,13309.63,214.67,25,167290.55000000002
46,1118.51,133414.48,216991.6,194,687.7,1.79,68,14282.06,210.03,25,231273.66
23,1086.36,212873.34,347634.0,320,665.23,1.73,126,24710.39,196.11,47,372344.39
29,1043.32,89345.16,135631.73,130,687.27,1.79,48,9571.35,199.4,19,145203.08000000002
58,1032.6,86514.72,136303.7,132,655.41,1.7,25,4590.95,183.64,10,140894.65000000002
31,1063.08,221536.06,348691.27,328,675.41,1.75,97,19253.81,198.49,40,367945.08
23,970.4,65305.88,97039.81,100,653.06,1.7,28,5754.81,205.53,13,102794.62
24,1092.82,85949.1,135509.53,124,693.14,1.8,39,8025.92,205.79,16,143535.45
33,1069.82,146003.38,228941.96,214,682.26,1.77,100,20666.27,206.66,37,249608.22999999998
50,1039.87,253061.7,395150.57,380,665.95,1.73,121,23005.52,190.13,52,418156.09
59,1046.35,201725.22,322275.62,308,654.95,1.7,113,23917.19,211.66,48,346192.81
29,1066.44,248517.6,403113.88,378,657.45,1.71,154,33487.21,217.45,60,436601.09
46,1124.85,59444.16,92237.43,82,724.93,1.88,22,4359.37,198.15,8,96596.79999999999
35,1039.61,260375.98,409606.11,394,660.85,1.72,157,30878.17,196.68,66,440484.27999999997
52,1048.67,27563.86,41946.79,40,689.1,1.79,23,5229.8,227.38,8,47176.590000000004
38,1100.11,86763.12,136414.17,124,699.7,1.82,56,13252.22,236.65,21,149666.39
44,1205.9,16879.36,28941.61,24,703.31,1.83,9,2222.04,246.89,4,31163.65
27,1052.96,150254.78,242179.8,230,653.28,1.7,86,15555.89,180.88,38,257735.69
53,1054.35,247130.68,390108.16,370,667.92,1.74,96,20829.57,216.97,41,410937.73
41,1080.82,198385.08,317762.0,294,674.78,1.75,103,22054.18,214.12,43,339816.18
55,1086.25,65828.96,104279.79,96,685.72,1.78,25,6091.84,243.67,11,110371.62999999999
56,1057.13,259168.74,405937.4,384,674.92,1.75,151,33238.12,220.12,62,439175.52
23,1023.3,188715.02,288569.78,282,669.2,1.74,99,20535.78,207.43,42,309105.56000000006
59,1654.54,1875.54,3309.08,2,937.77,2.44,2,526.82,263.41,1,3835.9
47,1173.71,7869.46,11737.07,10,786.95,2.05,8,2083.48,260.44,2,13820.55
43,1048.8,227457.88,354495.85,338,672.95,1.75,123,24501.31,199.2,48,378997.16
37,1092.08,40647.04,65524.65,60,677.45,1.76,25,5198.24,207.93,9,70722.89
40,1056.44,266239.16,420462.47,398,668.94,1.74,156,32103.16,205.79,57,452565.62999999995
56,1057.15,234834.54,359432.08,340,690.69,1.79,158,35277.82,223.28,55,394709.9
33,1101.8,64184.72,101365.29,92,697.66,1.81,58,12438.85,214.46,23,113804.14
46,1038.67,101186.96,162033.25,156,648.63,1.69,68,13792.7,202.83,23,175825.95
24,1044.4,47072.12,73108.21,70,672.46,1.75,23,4367.71,189.9,11,77475.92000000001
52,1046.2,231058.36,361984.37,346,667.8,1.74,123,24767.55,201.36,55,386751.92
65,1061.27,160015.02,252582.9,238,672.33,1.75,60,11513.44,191.89,28,264096.33999999997
33,1033.34,28187.7,45467.04,44,640.63,1.66,13,1882.1,144.78,8,47349.14
31,1022.71,233471.92,357949.25,350,667.06,1.73,131,25209.62,192.44,56,383158.87
55,1044.0,63666.32,100224.0,96,663.19,1.72,51,9444.55,185.19,17,109668.55
45,1063.99,140270.52,217054.41,204,687.6,1.79,80,17971.71,224.65,34,235026.12
64,1068.05,271864.2,427218.92,400,679.66,1.77,159,30112.59,189.39,64,457331.51
28,940.93,26769.28,37637.37,40,669.23,1.74,12,1892.22,157.69,4,39529.590000000004
55,837.58,6049.26,8375.76,10,604.93,1.57,1,60.39,60.39,1,8436.15
24,1051.95,119244.16,183040.0,174,685.31,1.78,74,15737.47,212.67,26,198777.47
37,1085.25,47599.82,73797.09,68,700.0,1.82,21,4540.23,216.2,9,78337.31999999999
39,1048.73,226767.96,350276.53,334,678.95,1.76,132,28817.51,218.31,52,379094.04000000004
56,1096.38,246231.92,390312.19,356,691.66,1.8,131,27832.1,212.46,50,418144.29
43,1050.56,16455.2,25213.45,24,685.63,1.78,3,181.17,60.39,1,25394.62
40,1076.64,232881.34,363904.07,338,689.0,1.79,144,28800.68,200.0,58,392704.75
25,1050.17,32657.32,52508.56,50,653.15,1.7,15,3538.77,235.92,7,56047.329999999994
46,1071.38,222045.44,344984.27,322,689.58,1.79,117,22582.2,193.01,44,367566.47000000003
51,1053.46,239637.38,385567.05,366,654.75,1.7,129,26113.1,202.43,52,411680.14999999997
32,1037.0,119159.06,184585.23,178,669.43,1.74,59,13114.52,222.28,26,197699.75
28,1032.69,71631.04,113595.81,110,651.19,1.69,37,7360.89,198.94,17,120956.7
37,1020.88,81040.28,122505.07,120,675.34,1.76,39,8818.76,226.12,19,131323.83000000002
41,1039.07,265271.12,413550.44,398,666.51,1.73,169,33895.84,200.57,65,447446.28
57,1042.5,205994.12,314836.29,302,682.1,1.77,96,21111.55,219.91,42,335947.83999999997
26,983.27,84681.16,129791.05,132,641.52,1.67,47,10048.91,213.81,16,139839.96
33,1031.3,122542.1,189759.75,184,665.99,1.73,96,19163.36,199.62,36,208923.11
33,1037.27,6933.32,10372.67,10,693.33,1.8,15,2403.85,160.26,4,12776.52
55,1033.35,187994.02,289337.49,280,671.41,1.74,111,21158.02,190.61,53,310495.51
30,1054.04,115500.46,181294.35,172,671.51,1.74,71,15352.83,216.24,30,196647.18
